"","x","y","var","Species"
"1",-6.04655721913213,0.168174641219305,"bio1","M.religiosa GP"
"2",-4.82603454589844,0.168174641219305,"bio1","M.religiosa GP"
"3",-3.60551187266474,0.167875563317791,"bio1","M.religiosa GP"
"4",-2.38498919943105,0.167576927806325,"bio1","M.religiosa GP"
"5",-1.16446652619735,0.167278734264897,"bio1","M.religiosa GP"
"6",0.0560561470363448,0.166980982525457,"bio1","M.religiosa GP"
"7",1.27657882027004,0.166683672236388,"bio1","M.religiosa GP"
"8",2.49710149350374,0.166386802901382,"bio1","M.religiosa GP"
"9",3.71762416673743,0.166090374436112,"bio1","M.religiosa GP"
"10",4.93814683997113,0.165794386370142,"bio1","M.religiosa GP"
"11",6.15866951320482,0.165498838399785,"bio1","M.religiosa GP"
"12",7.37919218643852,0.165203730308907,"bio1","M.religiosa GP"
"13",8.59971485967221,0.164909061589751,"bio1","M.religiosa GP"
"14",9.82023753290591,0.164614832358725,"bio1","M.religiosa GP"
"15",11.0407602061396,0.164321041568867,"bio1","M.religiosa GP"
"16",12.2612828793733,0.164027689231486,"bio1","M.religiosa GP"
"17",13.481805552607,0.163734775261865,"bio1","M.religiosa GP"
"18",14.7023282258407,0.163442299052352,"bio1","M.religiosa GP"
"19",15.9228508990744,0.16315026050083,"bio1","M.religiosa GP"
"20",17.1433735723081,0.162858658906505,"bio1","M.religiosa GP"
"21",18.3638962455418,0.16256749454676,"bio1","M.religiosa GP"
"22",19.5844189187755,0.162276765981861,"bio1","M.religiosa GP"
"23",20.8049415920092,0.161986474194028,"bio1","M.religiosa GP"
"24",22.0254642652429,0.16169661767898,"bio1","M.religiosa GP"
"25",23.2459869384766,0.161407197096039,"bio1","M.religiosa GP"
"26",24.4665096117103,0.161407197096039,"bio1","M.religiosa GP"
"27",91.199367357337,0.164572021747919,"bio12","M.religiosa GP"
"28",159.956314086914,0.164572021747919,"bio12","M.religiosa GP"
"29",228.713260816491,0.164572021747919,"bio12","M.religiosa GP"
"30",297.470207546068,0.164572021747919,"bio12","M.religiosa GP"
"31",366.227154275645,0.164572021747919,"bio12","M.religiosa GP"
"32",434.984101005222,0.164572021747919,"bio12","M.religiosa GP"
"33",503.7410477348,0.164572021747919,"bio12","M.religiosa GP"
"34",572.497994464377,0.164572021747919,"bio12","M.religiosa GP"
"35",641.254941193954,0.164572021747919,"bio12","M.religiosa GP"
"36",710.011887923531,0.164572021747919,"bio12","M.religiosa GP"
"37",778.768834653108,0.164572021747919,"bio12","M.religiosa GP"
"38",847.525781382685,0.164572021747919,"bio12","M.religiosa GP"
"39",916.282728112262,0.164572021747919,"bio12","M.religiosa GP"
"40",985.039674841839,0.164572021747919,"bio12","M.religiosa GP"
"41",1053.79662157142,0.164572021747919,"bio12","M.religiosa GP"
"42",1122.55356830099,0.164572021747919,"bio12","M.religiosa GP"
"43",1191.31051503057,0.164572021747919,"bio12","M.religiosa GP"
"44",1260.06746176015,0.164572021747919,"bio12","M.religiosa GP"
"45",1328.82440848972,0.164572021747919,"bio12","M.religiosa GP"
"46",1397.5813552193,0.164572021747919,"bio12","M.religiosa GP"
"47",1466.33830194888,0.164572021747919,"bio12","M.religiosa GP"
"48",1535.09524867846,0.164572021747919,"bio12","M.religiosa GP"
"49",1603.85219540803,0.164572021747919,"bio12","M.religiosa GP"
"50",1672.60914213761,0.164572021747919,"bio12","M.religiosa GP"
"51",1741.36608886719,0.164572021747919,"bio12","M.religiosa GP"
"52",1810.12303559676,0.164572021747919,"bio12","M.religiosa GP"
"53",4.12612666254458,0.0257033079886794,"bio15","M.religiosa GP"
"54",7.33351278305054,0.0257033079886794,"bio15","M.religiosa GP"
"55",10.5408989035565,0.0294819079629499,"bio15","M.religiosa GP"
"56",13.7482850240624,0.0337617252850385,"bio15","M.religiosa GP"
"57",16.9556711445684,0.0386001612324453,"bio15","M.religiosa GP"
"58",20.1630572650744,0.0440605897236588,"bio15","M.religiosa GP"
"59",23.3704433855803,0.0502130396417602,"bio15","M.religiosa GP"
"60",26.5778295060863,0.0571348447743382,"bio15","M.religiosa GP"
"61",29.7852156265922,0.0649111887785945,"bio15","M.religiosa GP"
"62",32.9926017470982,0.0736354825877838,"bio15","M.religiosa GP"
"63",36.1999878676041,0.0834094876339214,"bio15","M.religiosa GP"
"64",39.4073739881101,0.0943432218406028,"bio15","M.religiosa GP"
"65",42.614760108616,0.106554490771625,"bio15","M.religiosa GP"
"66",45.822146229122,0.12016802103962,"bio15","M.religiosa GP"
"67",49.029532349628,0.135313978762438,"bio15","M.religiosa GP"
"68",52.2369184701339,0.15212561163898,"bio15","M.religiosa GP"
"69",55.4443045906399,0.170735708454944,"bio15","M.religiosa GP"
"70",58.6516907111458,0.191271605760157,"bio15","M.religiosa GP"
"71",61.8590768316518,0.213848596295469,"bio15","M.religiosa GP"
"72",65.0664629521577,0.238561709165269,"bio15","M.religiosa GP"
"73",68.2738490726637,0.265476255745209,"bio15","M.religiosa GP"
"74",71.4812351931696,0.294616808240282,"bio15","M.religiosa GP"
"75",74.6886213136756,0.325956495911071,"bio15","M.religiosa GP"
"76",77.8960074341815,0.359405525935572,"bio15","M.religiosa GP"
"77",81.1033935546875,0.394802164167296,"bio15","M.religiosa GP"
"78",84.3107796751935,0.394802164167296,"bio15","M.religiosa GP"
"79",4.29151866746985,0.020318939515638,"bio2","M.religiosa GP"
"80",4.82047748565674,0.020318939515638,"bio2","M.religiosa GP"
"81",5.34943630384362,0.0242260689343488,"bio2","M.religiosa GP"
