"","long","lat","continent"
"645",35.913731,51.658879,"EUROPE"
"646",16.600847,51.479533,"EUROPE"
"647",79.594765,13.752162,"ASIA"
"648",21.67751,47.48627,"EUROPE"
"649",46.3018,54.447,"EUROPE"
"650",13.650769,52.413502,"EUROPE"
"651",20.909929,48.619713,"EUROPE"
"652",12.026115,43.863689,"EUROPE"
"653",81.364467,53.113482,"ASIA"
"654",21.341321,46.270642,"EUROPE"
"655",3.849912,44.262512,"EUROPE"
"656",-0.58481,46.33727,"EUROPE"
"657",100.812514,13.648878,"ASIA"
"658",13.955717,52.445747,"EUROPE"
"659",16.031713,43.830919,"EUROPE"
"660",5.33108,45.98503,"EUROPE"
