"","species","long","lat","continent"
"138","Mantis religiosa",-1.603258,42.652858,"EUROPE"
"139","Mantis religiosa",-1.551422,42.643158,"EUROPE"
"140","Mantis religiosa",6.668482,49.738427,"EUROPE"
"141","Mantis religiosa",-5.752028,37.813961,"EUROPE"
"142","Mantis religiosa",-1.6222,42.668248,"EUROPE"
"143","Mantis religiosa",8.139331,49.357007,"EUROPE"
"144","Mantis religiosa",8.139331,49.357007,"EUROPE"
"145","Mantis religiosa",8.275704,49.447893,"EUROPE"
"146","Mantis religiosa",23.402393,46.692681,"EUROPE"
"147","Mantis religiosa",3.676606,43.493076,"EUROPE"
"148","Mantis religiosa",5.006787,43.622555,"EUROPE"
"149","Mantis religiosa",6.603301,43.498009,"EUROPE"
"150","Mantis religiosa",7.384824,45.040902,"EUROPE"
"151","Mantis religiosa",5.424968,43.363327,"EUROPE"
"152","Mantis religiosa",18.401862,43.847512,"EUROPE"
"153","Mantis religiosa",3.123908,45.992287,"EUROPE"
"154","Mantis religiosa",8.075061,48.564887,"EUROPE"
"155","Mantis religiosa",-7.787098,37.34646,"EUROPE"
"156","Mantis religiosa",-7.785192,37.345357,"EUROPE"
"157","Mantis religiosa",-8.193449,41.765707,"EUROPE"
"158","Mantis religiosa",12.807492,41.96445,"EUROPE"
"159","Mantis religiosa",16.682425,49.200853,"EUROPE"
"160","Mantis religiosa",16.323989,48.0641,"EUROPE"
"161","Mantis religiosa",-0.881938,41.686207,"EUROPE"
"162","Mantis religiosa",16.384994,48.312702,"EUROPE"
"163","Mantis religiosa",5.660151,43.539131,"EUROPE"
"164","Mantis religiosa",6.92258,43.469345,"EUROPE"
"165","Mantis religiosa",0.012778,48.296414,"EUROPE"
"166","Mantis religiosa",16.505194,48.158575,"EUROPE"
"167","Mantis religiosa",5.593118,43.407159,"EUROPE"
"168","Mantis religiosa",1.970404,41.286245,"EUROPE"
"169","Mantis religiosa",18.177285,50.397862,"EUROPE"
"170","Mantis religiosa",13.34109,52.551106,"EUROPE"
"171","Mantis religiosa",22.994492,52.572508,"EUROPE"
"172","Mantis religiosa",-1.089002,39.969562,"EUROPE"
"173","Mantis religiosa",-7.70672,41.475796,"EUROPE"
"174","Mantis religiosa",7.990105,49.118477,"EUROPE"
"175","Mantis religiosa",7.990235,49.118306,"EUROPE"
"176","Mantis religiosa",8.650807,49.79516,"EUROPE"
"177","Mantis religiosa",22.388381,47.865058,"EUROPE"
"178","Mantis religiosa",9.806272,45.62271,"EUROPE"
"179","Mantis religiosa",13.642973,45.935421,"EUROPE"
"180","Mantis religiosa",8.313839,49.995752,"EUROPE"
"181","Mantis religiosa",-8.89057,42.10001,"EUROPE"
"182","Mantis religiosa",-0.441719,42.170524,"EUROPE"
"183","Mantis religiosa",24.462633,50.83735,"EUROPE"
"184","Mantis religiosa",7.662947,50.34643,"EUROPE"
"185","Mantis religiosa",7.664038,50.345988,"EUROPE"
"186","Mantis religiosa",7.665372,50.345158,"EUROPE"
"187","Mantis religiosa",5.952213,43.313088,"EUROPE"
"188","Mantis religiosa",13.74391,51.893931,"EUROPE"
"189","Mantis religiosa",4.501802,45.459176,"EUROPE"
"190","Mantis religiosa",-8.757347,39.52808,"EUROPE"
"191","Mantis religiosa",8.435213,45.632645,"EUROPE"
"192","Mantis religiosa",7.920951,49.894868,"EUROPE"
"193","Mantis religiosa",7.18058,50.14262,"EUROPE"
"194","Mantis religiosa",2.84727,42.269866,"EUROPE"
"195","Mantis religiosa",-1.735749,42.84621,"EUROPE"
"196","Mantis religiosa",14.569975,52.265667,"EUROPE"
"197","Mantis religiosa",-1.17573,37.885017,"EUROPE"
"198","Mantis religiosa",0.261739,47.462683,"EUROPE"
"199","Mantis religiosa",-0.745133,37.601158,"EUROPE"
"200","Mantis religiosa",15.250641,46.753674,"EUROPE"
"201","Mantis religiosa",8.702288,49.32256,"EUROPE"
"202","Mantis religiosa",7.903027,48.066495,"EUROPE"
"203","Mantis religiosa",6.586994,49.970473,"EUROPE"
"204","Mantis religiosa",8.675165,49.459115,"EUROPE"
"205","Mantis religiosa",8.140115,49.312037,"EUROPE"
"206","Mantis religiosa",-0.705953,37.99988,"EUROPE"
"207","Mantis religiosa",-0.694897,37.980563,"EUROPE"
"208","Mantis religiosa",-0.694952,37.980588,"EUROPE"
"209","Mantis religiosa",-0.694464,37.980343,"EUROPE"
"210","Mantis religiosa",11.266438,42.804208,"EUROPE"
"211","Mantis religiosa",7.177481,50.203853,"EUROPE"
"212","Mantis religiosa",5.379551,43.408024,"EUROPE"
"213","Mantis religiosa",-0.883237,37.980378,"EUROPE"
"214","Mantis religiosa",-0.75609,37.909814,"EUROPE"
"215","Mantis religiosa",22.315883,48.640358,"EUROPE"
"216","Mantis religiosa",7.719714,45.328915,"EUROPE"
"217","Mantis religiosa",17.83693,48.778966,"EUROPE"
"218","Mantis religiosa",28.73038,44.595102,"EUROPE"
"219","Mantis religiosa",-1.067986,37.943009,"EUROPE"
"220","Mantis religiosa",-1.068299,37.942478,"EUROPE"
"221","Mantis religiosa",-1.064315,37.944476,"EUROPE"
"222","Mantis religiosa",13.103958,41.578267,"EUROPE"
"223","Mantis religiosa",4.078359,43.64615,"EUROPE"
"224","Mantis religiosa",10.053131,45.585005,"EUROPE"
"225","Mantis religiosa",5.732547,43.31831,"EUROPE"
"226","Mantis religiosa",1.22292,43.68705,"EUROPE"
"227","Mantis religiosa",-0.710874,38.511285,"EUROPE"
"228","Mantis religiosa",1.236898,45.093259,"EUROPE"
"229","Mantis religiosa",-1.040761,37.593234,"EUROPE"
"230","Mantis religiosa",2.347795,41.637005,"EUROPE"
"231","Mantis religiosa",-0.672242,38.017756,"EUROPE"
"232","Mantis religiosa",-4.753714,37.884383,"EUROPE"
"233","Mantis religiosa",2.708219,41.743801,"EUROPE"
"234","Mantis religiosa",5.1475,44.9475,"EUROPE"
"235","Mantis religiosa",7.71859,49.734286,"EUROPE"
"236","Mantis religiosa",20.375218,50.80548,"EUROPE"
"237","Mantis religiosa",16.93567,50.011647,"EUROPE"
"238","Mantis religiosa",16.9362,50.011551,"EUROPE"
"239","Mantis religiosa",3.680015,43.671084,"EUROPE"
"240","Mantis religiosa",20.703982,50.858545,"EUROPE"
"241","Mantis religiosa",6.027094,45.499121,"EUROPE"
"242","Mantis religiosa",-8.507839,41.410004,"EUROPE"
"243","Mantis religiosa",4.243928,47.71344,"EUROPE"
"244","Mantis religiosa",-8.579292,37.318083,"EUROPE"
"245","Mantis religiosa",-0.307095,38.583725,"EUROPE"
"246","Mantis religiosa",-1.666515,42.842381,"EUROPE"
"247","Mantis religiosa",-1.73356,42.918515,"EUROPE"
"248","Mantis religiosa",1.212419,46.705597,"EUROPE"
"249","Mantis religiosa",8.076368,49.04168,"EUROPE"
"250","Mantis religiosa",6.393004,49.825593,"EUROPE"
"251","Mantis religiosa",2.59418,48.88327,"EUROPE"
"252","Mantis religiosa",8.187,49.445,"EUROPE"
"253","Mantis religiosa",-0.515246,38.236256,"EUROPE"
"254","Mantis religiosa",8.187279,49.444946,"EUROPE"
"255","Mantis religiosa",-0.370055,39.699609,"EUROPE"
"256","Mantis religiosa",4.747966,50.115985,"EUROPE"
"257","Mantis religiosa",16.246951,48.128243,"EUROPE"
"258","Mantis religiosa",2.263655,43.026295,"EUROPE"
"259","Mantis religiosa",-4.689408,37.944695,"EUROPE"
"260","Mantis religiosa",3.740672,43.81705,"EUROPE"
"261","Mantis religiosa",20.314657,50.983767,"EUROPE"
"262","Mantis religiosa",16.235289,48.206431,"EUROPE"
"263","Mantis religiosa",0.03202,43.377717,"EUROPE"
"264","Mantis religiosa",25.310938,42.131761,"EUROPE"
"265","Mantis religiosa",16.292297,48.061733,"EUROPE"
"266","Mantis religiosa",12.080271,42.262116,"EUROPE"
"267","Mantis religiosa",3.822855,43.996078,"EUROPE"
"268","Mantis religiosa",3.823011,43.995941,"EUROPE"
"269","Mantis religiosa",-6.1577,36.326207,"EUROPE"
"270","Mantis religiosa",16.211,48.375245,"EUROPE"
"271","Mantis religiosa",3.822851,43.996113,"EUROPE"
"272","Mantis religiosa",5.831357,49.539061,"EUROPE"
"273","Mantis religiosa",3.674751,43.492729,"EUROPE"
"274","Mantis religiosa",-8.129748,40.806453,"EUROPE"
"275","Mantis religiosa",13.293442,38.162133,"EUROPE"
"276","Mantis religiosa",-3.458767,40.982206,"EUROPE"
"277","Mantis religiosa",-0.322155,39.356995,"EUROPE"
"278","Mantis religiosa",-5.903987,36.243939,"EUROPE"
"279","Mantis religiosa",16.119867,47.923029,"EUROPE"
"280","Mantis religiosa",-2.799605,36.756665,"EUROPE"
"281","Mantis religiosa",-9.144202,38.576854,"EUROPE"
"282","Mantis religiosa",-0.44624,39.688691,"EUROPE"
"283","Mantis religiosa",11.218196,43.731623,"EUROPE"
"284","Mantis religiosa",16.271818,48.004373,"EUROPE"
"285","Mantis religiosa",3.485913,43.907408,"EUROPE"
"286","Mantis religiosa",4.719203,43.709923,"EUROPE"
"287","Mantis religiosa",2.895101,42.192616,"EUROPE"
"288","Mantis religiosa",5.893831,43.32582,"EUROPE"
"289","Mantis religiosa",-5.978901,36.271164,"EUROPE"
"290","Mantis religiosa",16.865955,48.994113,"EUROPE"
"291","Mantis religiosa",16.190603,47.969658,"EUROPE"
"292","Mantis religiosa",3.358692,43.651467,"EUROPE"
"293","Mantis religiosa",8.341055,49.718128,"EUROPE"
"294","Mantis religiosa",0.066339,42.46654,"EUROPE"
"295","Mantis religiosa",25.310526,42.131817,"EUROPE"
"296","Mantis religiosa",4.408956,43.494346,"EUROPE"
"297","Mantis religiosa",-5.995561,36.36648,"EUROPE"
"298","Mantis religiosa",-1.31424,41.870431,"EUROPE"
"299","Mantis religiosa",16.959328,49.9771,"EUROPE"
"300","Mantis religiosa",20.558627,50.88957,"EUROPE"
"301","Mantis religiosa",1.977845,41.35222,"EUROPE"
"302","Mantis religiosa",0.658647,40.628053,"EUROPE"
"303","Mantis religiosa",14.380899,44.574816,"EUROPE"
"304","Mantis religiosa",16.959868,49.976718,"EUROPE"
"305","Mantis religiosa",12.823001,41.987094,"EUROPE"
"306","Mantis religiosa",-8.021526,41.624386,"EUROPE"
"307","Mantis religiosa",4.729676,44.21431,"EUROPE"
"308","Mantis religiosa",11.909916,51.562238,"EUROPE"
"309","Mantis religiosa",2.880329,42.194136,"EUROPE"
"310","Mantis religiosa",4.92045,44.839565,"EUROPE"
"311","Mantis religiosa",4.920667,44.839762,"EUROPE"
"312","Mantis religiosa",4.920642,44.839762,"EUROPE"
"313","Mantis religiosa",4.920648,44.839831,"EUROPE"
"314","Mantis religiosa",5.348295,44.415613,"EUROPE"
"315","Mantis religiosa",9.438274,39.153519,"EUROPE"
"316","Mantis religiosa",7.688643,48.018865,"EUROPE"
"317","Mantis religiosa",-0.058921,47.248798,"EUROPE"
"318","Mantis religiosa",3.671929,43.692915,"EUROPE"
"319","Mantis religiosa",-2.880424,43.396044,"EUROPE"
"320","Mantis religiosa",-8.507816,41.410004,"EUROPE"
"321","Mantis religiosa",7.113822,50.718517,"EUROPE"
"322","Mantis religiosa",-0.045147,38.672042,"EUROPE"
"323","Mantis religiosa",-1.202262,45.899529,"EUROPE"
"324","Mantis religiosa",9.568006,49.80504,"EUROPE"
"325","Mantis religiosa",6.662817,44.652679,"EUROPE"
"326","Mantis religiosa",-1.00509,46.720308,"EUROPE"
"327","Mantis religiosa",-5.622375,37.958035,"EUROPE"
"328","Mantis religiosa",-5.965949,36.273399,"EUROPE"
"329","Mantis religiosa",12.697535,51.885113,"EUROPE"
"330","Mantis religiosa",2.713638,46.684027,"EUROPE"
"331","Mantis religiosa",4.861559,43.425953,"EUROPE"
"332","Mantis religiosa",1.655853,41.258586,"EUROPE"
"333","Mantis religiosa",-2.210076,42.501937,"EUROPE"
"334","Mantis religiosa",1.844224,42.111789,"EUROPE"
"335","Mantis religiosa",18.93734,47.84529,"EUROPE"
"336","Mantis religiosa",8.140897,49.267066,"EUROPE"
"337","Mantis religiosa",8.065363,49.626284,"EUROPE"
"338","Mantis religiosa",7.22011,50.02115,"EUROPE"
"339","Mantis religiosa",7.740661,47.647961,"EUROPE"
"340","Mantis religiosa",7.755618,47.599659,"EUROPE"
"341","Mantis religiosa",7.646484,49.51696,"EUROPE"
"342","Mantis religiosa",7.283459,50.201996,"EUROPE"
"343","Mantis religiosa",5.766839,43.326626,"EUROPE"
"344","Mantis religiosa",-4.127594,36.862747,"EUROPE"
"345","Mantis religiosa",17.774967,43.392872,"EUROPE"
"346","Mantis religiosa",-1.993291,48.309105,"EUROPE"
"347","Mantis religiosa",5.498008,43.2103,"EUROPE"
"348","Mantis religiosa",3.772297,43.76992,"EUROPE"
"349","Mantis religiosa",8.50218,45.790878,"EUROPE"
"350","Mantis religiosa",13.348691,41.574236,"EUROPE"
"351","Mantis religiosa",3.030598,49.569585,"EUROPE"
"352","Mantis religiosa",16.244295,48.122077,"EUROPE"
"353","Mantis religiosa",16.278729,48.012188,"EUROPE"
"354","Mantis religiosa",14.469838,37.390779,"EUROPE"
"355","Mantis religiosa",-3.503875,41.022726,"EUROPE"
"356","Mantis religiosa",-6.107538,36.317181,"EUROPE"
"357","Mantis religiosa",-0.246506,48.348706,"EUROPE"
"358","Mantis religiosa",3.71136,43.755822,"EUROPE"
"359","Mantis religiosa",-0.287979,39.958576,"EUROPE"
"360","Mantis religiosa",-0.403287,39.938,"EUROPE"
"361","Mantis religiosa",16.254426,48.125856,"EUROPE"
"362","Mantis religiosa",4.028715,51.650607,"EUROPE"
"363","Mantis religiosa",6.007766,43.35809,"EUROPE"
"364","Mantis religiosa",16.44472,48.124561,"EUROPE"
"365","Mantis religiosa",25.84403,48.965714,"EUROPE"
"366","Mantis religiosa",16.292407,48.061722,"EUROPE"
"367","Mantis religiosa",6.045272,45.956815,"EUROPE"
"368","Mantis religiosa",4.854302,43.883031,"EUROPE"
"369","Mantis religiosa",17.832301,40.286509,"EUROPE"
"370","Mantis religiosa",-1.711111,48.038611,"EUROPE"
"371","Mantis religiosa",5.592897,45.383392,"EUROPE"
"372","Mantis religiosa",10.458583,44.114934,"EUROPE"
"373","Mantis religiosa",16.485515,47.875762,"EUROPE"
"374","Mantis religiosa",15.876259,48.578545,"EUROPE"
"375","Mantis religiosa",15.876259,48.578545,"EUROPE"
"376","Mantis religiosa",11.378293,44.448087,"EUROPE"
"377","Mantis religiosa",16.253288,48.124387,"EUROPE"
"378","Mantis religiosa",16.292884,48.093642,"EUROPE"
"379","Mantis religiosa",16.21634,48.189038,"EUROPE"
"380","Mantis religiosa",10.459822,44.115522,"EUROPE"
"381","Mantis religiosa",10.459638,44.115561,"EUROPE"
"382","Mantis religiosa",10.45951,44.115497,"EUROPE"
"383","Mantis religiosa",10.459804,44.115447,"EUROPE"
"384","Mantis religiosa",10.459677,44.115365,"EUROPE"
"385","Mantis religiosa",10.459846,44.115459,"EUROPE"
"386","Mantis religiosa",10.459692,44.115368,"EUROPE"
"387","Mantis religiosa",10.459487,44.115575,"EUROPE"
"388","Mantis religiosa",10.459065,44.115377,"EUROPE"
"389","Mantis religiosa",-4.042956,40.692399,"EUROPE"
"390","Mantis religiosa",-3.608363,40.985056,"EUROPE"
"391","Mantis religiosa",18.13669,53.164057,"EUROPE"
"392","Mantis religiosa",2.963047,48.831215,"EUROPE"
"393","Mantis religiosa",5.82108,49.538962,"EUROPE"
"394","Mantis religiosa",-0.676111,43.502778,"EUROPE"
"395","Mantis religiosa",5.695275,45.873077,"EUROPE"
"396","Mantis religiosa",5.166068,47.296299,"EUROPE"
"397","Mantis religiosa",18.115589,50.44288,"EUROPE"
"398","Mantis religiosa",7.599474,48.101959,"EUROPE"
"399","Mantis religiosa",-9.399053,38.948792,"EUROPE"
"400","Mantis religiosa",5.766059,46.579961,"EUROPE"
"401","Mantis religiosa",15.577483,46.918217,"EUROPE"
"402","Mantis religiosa",-5.588328,36.525459,"EUROPE"
"403","Mantis religiosa",27.793596,42.298123,"EUROPE"
"404","Mantis religiosa",1.761222,42.937508,"EUROPE"
"405","Mantis religiosa",6.69569,43.56704,"EUROPE"
"406","Mantis religiosa",-8.209166,38.649129,"EUROPE"
"407","Mantis religiosa",12.544543,42.082544,"EUROPE"
"408","Mantis religiosa",16.237154,47.715248,"EUROPE"
"409","Mantis religiosa",0.443955,44.215325,"EUROPE"
"410","Mantis religiosa",-0.465617,38.356108,"EUROPE"
"411","Mantis religiosa",0.318379,40.857196,"EUROPE"
"412","Mantis religiosa",4.92657,44.41868,"EUROPE"
"413","Mantis religiosa",22.646103,50.63897,"EUROPE"
"414","Mantis religiosa",2.327005,42.838232,"EUROPE"
"415","Mantis religiosa",2.327143,42.837992,"EUROPE"
"416","Mantis religiosa",13.777169,51.789082,"EUROPE"
"417","Mantis religiosa",9.565132,45.767733,"EUROPE"
"418","Mantis religiosa",-0.699319,39.601048,"EUROPE"
"419","Mantis religiosa",16.839589,49.04595,"EUROPE"
"420","Mantis religiosa",13.458259,52.171839,"EUROPE"
"421","Mantis religiosa",-1.91592,37.245062,"EUROPE"
"422","Mantis religiosa",-2.955597,43.147275,"EUROPE"
"423","Mantis religiosa",-2.682707,42.780179,"EUROPE"
"424","Mantis religiosa",18.461289,47.204615,"EUROPE"
"425","Mantis religiosa",18.46229,47.205905,"EUROPE"
"426","Mantis religiosa",3.540292,43.480717,"EUROPE"
"427","Mantis religiosa",8.569328,49.842149,"EUROPE"
"428","Mantis religiosa",14.672637,40.814642,"EUROPE"
"429","Mantis religiosa",20.379777,50.87021,"EUROPE"
"430","Mantis religiosa",9.679574,46.184763,"EUROPE"
"431","Mantis religiosa",14.411489,44.842908,"EUROPE"
"432","Mantis religiosa",15.554205,43.871789,"EUROPE"
"433","Mantis religiosa",11.524871,42.583698,"EUROPE"
"434","Mantis religiosa",18.648559,47.242577,"EUROPE"
"435","Mantis religiosa",15.631824,43.779056,"EUROPE"
"436","Mantis religiosa",16.291083,48.062298,"EUROPE"
"437","Mantis religiosa",12.762568,51.372152,"EUROPE"
"438","Mantis religiosa",16.122541,47.67979,"EUROPE"
"439","Mantis religiosa",-3.557221,43.075271,"EUROPE"
"440","Mantis religiosa",12.608704,51.932383,"EUROPE"
"441","Mantis religiosa",7.215107,50.155993,"EUROPE"
"442","Mantis religiosa",7.186443,49.274179,"EUROPE"
"443","Mantis religiosa",2.601159,46.116001,"EUROPE"
"444","Mantis religiosa",12.607912,51.932456,"EUROPE"
"445","Mantis religiosa",12.608531,51.932394,"EUROPE"
"446","Mantis religiosa",-1.386993,47.098267,"EUROPE"
"447","Mantis religiosa",33.658707,35.167141,"EUROPE"
"448","Mantis religiosa",33.654877,35.164635,"EUROPE"
"449","Mantis religiosa",33.647484,35.158703,"EUROPE"
"450","Mantis religiosa",33.647903,35.158726,"EUROPE"
"451","Mantis religiosa",7.160377,50.741888,"EUROPE"
"452","Mantis religiosa",7.854387,49.492113,"EUROPE"
"453","Mantis religiosa",8.662332,49.586282,"EUROPE"
"454","Mantis religiosa",3.093183,39.927437,"EUROPE"
"455","Mantis religiosa",6.982465,50.589249,"EUROPE"
"456","Mantis religiosa",3.203969,42.064253,"EUROPE"
"457","Mantis religiosa",3.279055,43.647286,"EUROPE"
"458","Mantis religiosa",1.212452,46.705575,"EUROPE"
"459","Mantis religiosa",32.820366,35.123703,"EUROPE"
"460","Mantis religiosa",33.945259,35.372028,"EUROPE"
"461","Mantis religiosa",-1.529801,42.876411,"EUROPE"
